id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
5500,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,for 24hour news try icis news wwwiciscom click trial then icis news,2
3951,"The payment date is March 25 , 2010 .",neutral,the payment date is march 25,2
3073,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .",positive,the dutch broker noted that nokian tyres a good first in above or in line with consensus,1
1647,"Ackman, in email, says supports Valeant CEO Pearson",positive,ackman in email supports valeant pearson,1
4966,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,expense ratio was 1026 to 929 in the in,0
4756,"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,pyry has been awarded an engineering by cfr the national railway of romania,1
2343,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",neutral,the index was down 034 at 825602 on turnover of 813191,2
2981,Barclays appoints JPMorgan's Paul Compton as new COO,neutral,barclays appoints jpmorgans paul compton as coo,2
841,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,the that the will be to a newly established cps gmbh where the present management of the plastics is a coowner,2
5473,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,the largest restructuring is for italy where negotiations on about 40 job cuts are to be initiated the noted,0
1131,"`` Adjustment to the fall in price level , in contrast , has been less effective .",neutral,adjustment to the in level in contrast has been less effective,2
4874,"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,secure your files online like filling out a tax return making a backup is boring,2
196,Full-year operating result for 2008 was 3.6 million negative .,neutral,fullyear for was 36 negative,2
4168,Together they generate Aspo 's goodwill .,neutral,together they generate aspo goodwill,2
3910,"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,the flagship will open this in manhattan flatiron district in the toy building at 200 fifth avenue,2
5056,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",neutral,of sanoma learning literature of media sanoma by 36 in januaryjune totalling 1628 down from 1688 in the in,2
81,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative,changes in the situation and tougher competition have substantially reduced demand for bread packaging manufactured at the kauhava to the,0
2821,Closing of such transaction took place today .,neutral,closing of such transaction took place,2
5020,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,03 down from a of 51 in the first half of,0
3767,"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral,swedbank hypotek is to issue a benchmark fixed rate covered in maturing january,2
3123,Scanfil issued a profit warning on 10 April 2006 .,negative,scanfil issued a warning on april,0
731,$HRL ready to pop! http://stks.co/s0Ny4,positive,hrl ready to pop httpstkscos0ny4,1
4886,BP joins forces with Det Norske in Norway,positive,bp joins forces with det norske in norway,1
277,Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,tesco closes in on chairman with dixons carphones john allan in the frame,1
5460,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,the also covers design hardware software licences as well as maintenance over six,2
5013,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,positive,looking for a strong bounce spy lunchtime rally coming dia iwm qqq aa fb,1
1134,Asian traffic declined by 3.4 per cent .,neutral,asian traffic declined by 34 per cent,2
1582,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",neutral,adpnews dec cutlery and hand tools maker fiskars abp fisas that it will make redundant a of 18 office and management staff members of its subsidiary iittala ltd,2
4507,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,neutral,of land landsbanken has issued a warning,2
4178,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,neutral,messaging 11 enables to receive emails from up to email accounts on their phone supporting all pop or imap email,2
981,"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",positive,google inc completes acquisition of icoa inc httpstksconfei icoa goog,1
3515,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,neutral,11 august measuring equipment maker vaisala vaias that its widened to eur4 8 in the first half of from eur2 in the a,2
2286,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive,earnings per for januaryjune were eur0 30 an of 20 yearonyear eur0 25,1
5313,like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive,like t for a breakout as well getting through the 100 and 200 ma could see it run,1
478,Olvi has posted a strong set of figures for the first six months of this year .,positive,olvi has posted a strong set of figures for the first six of this,1
3625,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,both and turnover for the threemonth respectively from eur0 9 and eur8 as to the in,1
1697,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,communication electronics components supplier scanfil tuesday in the first half of will be 15 than during the same a ago,0
5602,Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral,in 302 and the margin was 16,2
4816,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,germany innovational centers are united in focusing at which aim at use of and development of kinds of activity through supporting the beginner with the entire spectrum of their,2
3850,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,neutral,the department store division by 86 to 1402,2
3438,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,before taxes to 316 from 500 the before,0
939,The agreement includes application maintenance and support services .,neutral,the application maintenance and support,2
797,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,neutral,three students from universiti sains malaysia have won a study trip to,2
1384,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",positive,baird likes tsla upgrades to outperform lifts target to 300 research firm also sees no raise necessary in next few qtrs,1
42,"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative,dolce gabbana has asked the european union to declare marimekko unikko floral pattern trademark invalid in a dispute between the two,0
